encoder,layer,query_program,target_program,map,n_queries
CLaMP3,3,73,60,0.32928234338760376,80
CLaMP3,3,73,73,0.0,0
CLaMP3,4,-1,-1,0.014392741955816746,1714
CLaMP3,4,0,0,0.1426641196012497,12
CLaMP3,4,0,48,0.20648762583732605,680
CLaMP3,4,0,56,0.585606038570404,22
CLaMP3,4,0,60,0.3706044554710388,268
CLaMP3,4,0,73,0.450396329164505,86
CLaMP3,4,48,0,0.28846898674964905,676
CLaMP3,4,48,48,0.0944940447807312,4
CLaMP3,4,48,56,0.5674679279327393,18
CLaMP3,4,48,60,0.4156881272792816,264
CLaMP3,4,48,73,0.49528107047080994,82
CLaMP3,4,56,0,0.1409415453672409,16
CLaMP3,4,56,48,0.1436948925256729,16
CLaMP3,4,56,56,0.0,0
CLaMP3,4,56,60,0.24357418715953827,16
CLaMP3,4,56,73,0.292866975069046,16
CLaMP3,4,60,0,0.22835443913936615,262
CLaMP3,4,60,48,0.29119256138801575,262
CLaMP3,4,60,56,0.6968625783920288,16
CLaMP3,4,60,60,0.0,0
CLaMP3,4,60,73,0.49587392807006836,80
CLaMP3,4,73,0,0.19141118228435516,80
CLaMP3,4,73,48,0.19141940772533417,80
CLaMP3,4,73,56,0.6424005627632141,16
CLaMP3,4,73,60,0.3273436427116394,80
CLaMP3,4,73,73,0.0,0
CLaMP3,5,-1,-1,0.014215030707418919,1714
CLaMP3,5,0,0,0.13586239516735077,12
CLaMP3,5,0,48,0.2000587433576584,680
CLaMP3,5,0,56,0.6055194735527039,22
CLaMP3,5,0,60,0.3811783194541931,268
CLaMP3,5,0,73,0.46864053606987,86
CLaMP3,5,48,0,0.3001560568809509,676
CLaMP3,5,48,48,0.1116175502538681,4
CLaMP3,5,48,56,0.5924679636955261,18
CLaMP3,5,48,60,0.42957013845443726,264
CLaMP3,5,48,73,0.4706452488899231,82
CLaMP3,5,56,0,0.1686730682849884,16
CLaMP3,5,56,48,0.15292462706565857,16
CLaMP3,5,56,56,0.0,0
CLaMP3,5,56,60,0.25228333473205566,16
CLaMP3,5,56,73,0.29578307271003723,16
CLaMP3,5,60,0,0.23185995221138,262
CLaMP3,5,60,48,0.29633215069770813,262
CLaMP3,5,60,56,0.6968750357627869,16
CLaMP3,5,60,60,0.0,0
CLaMP3,5,60,73,0.5096083283424377,80
CLaMP3,5,73,0,0.1855357587337494,80
