encoder,encoder_model_id,config_hash,task_tag,layer,n_files,n_unique_conditions,fit_mode,n_fit,lambda_max,lambda_min,lambda_ratio,effective_rank_centered,treatment,map,recall@10,r_precision,median_rank,diag_mean,off_mean,gap,mean_vec_norm,effective_rank,top1_sv_share,avg_pair_cos,elapsed_sec
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,VGMIDITVar-timbre__3c48121b,VGMIDITVar-timbre,15,51848,8,inductive:frac0.5:seed0,51112,0.04163214936852455,2.832020035148375e-11,1470051371.5236964,49.2377815246582,raw,0.10822117462528043,0.10843119211099747,0.1507113941613475,2.0,nan,nan,nan,0.8034936189651489,47.92703208587547,0.1241338700056076,0.6450247764587402,17.9640873999997
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,VGMIDITVar-timbre__3c48121b,VGMIDITVar-timbre,15,51848,8,inductive:frac0.5:seed0,51112,0.04163214936852455,2.832020035148375e-11,1470051371.5236964,49.2377815246582,centered,0.11575379570863041,0.11160460085124657,0.15703289839327728,2.0,nan,nan,nan,0.039266880601644516,48.1796886206788,0.11854036152362823,0.000682690879330039,17.738461500000994
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,VGMIDITVar-timbre__3c48121b,VGMIDITVar-timbre,15,51848,8,inductive:frac0.5:seed0,51112,0.04163214936852455,2.832020035148375e-11,1470051371.5236964,49.2377815246582,whiten-a1.0,0.49737022009906007,0.3363583806599034,0.5082969347503892,1.0,nan,nan,nan,0.017712846398353577,856.6609543023199,0.0029751381371170282,0.00014236904098652303,19.13299509999706
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,VGMIDITVar-timbre__3c48121b,VGMIDITVar-timbre,15,51848,8,transductive-eval:frac0.5:seed0,51848,0.04339371249079704,2.7638169530774803e-11,1570064632.626217,48.67902374267578,raw,0.10822117462528043,0.10843119211099747,0.1507113941613475,2.0,nan,nan,nan,0.8034936189651489,47.92703208587547,0.1241338700056076,0.6450247764587402,16.74051220000183
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,VGMIDITVar-timbre__3c48121b,VGMIDITVar-timbre,15,51848,8,transductive-eval:frac0.5:seed0,51848,0.04339371249079704,2.7638169530774803e-11,1570064632.626217,48.67902374267578,centered,0.11579300370021105,0.11162816200287812,0.1571034128644257,2.0,nan,nan,nan,0.024456582963466644,48.17214229680918,0.11864253878593445,-0.000385354709578678,17.286896400000842
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,VGMIDITVar-timbre__3c48121b,VGMIDITVar-timbre,15,51848,8,transductive-eval:frac0.5:seed0,51848,0.04339371249079704,2.7638169530774803e-11,1570064632.626217,48.67902374267578,whiten-a1.0,0.4860053127828819,0.3362778461567139,0.5051573075538682,1.0,nan,nan,nan,0.00423572538420558,907.7719535507478,0.002261339221149683,-7.018716132733971e-05,18.741769699998258
