encoder,encoder_model_id,config_hash,task_tag,layer,n_files,n_unique_conditions,fit_mode,n_fit,lambda_max,lambda_min,lambda_ratio,effective_rank_centered,treatment,map,recall@10,r_precision,median_rank,diag_mean,off_mean,gap,mean_vec_norm,effective_rank,top1_sv_share,avg_pair_cos,elapsed_sec
CLaMP3,CLaMP3,SHS100K__482b80fc,SHS100K,11,2977,0,inductive:frac0.5:seed0,3844,0.050953809171915054,2.9130410439393017e-06,17491.62075073624,68.54718780517578,raw,0.25189169017074964,0.0700764956005477,0.2683684322757782,1.0,nan,nan,nan,0.6847906708717346,62.7882307071812,0.12658441066741943,0.47014233469963074,0.3037758999998914
CLaMP3,CLaMP3,SHS100K__482b80fc,SHS100K,11,2977,0,inductive:frac0.5:seed0,3844,0.050953809171915054,2.9130410439393017e-06,17491.62075073624,68.54718780517578,centered,0.2588408578751589,0.07150024521996123,0.27247708073423327,1.0,nan,nan,nan,0.16258326172828674,61.63413275906263,0.130215585231781,0.026912784203886986,0.15294189999985974
CLaMP3,CLaMP3,SHS100K__482b80fc,SHS100K,11,2977,0,inductive:frac0.5:seed0,3844,0.050953809171915054,2.9130410439393017e-06,17491.62075073624,68.54718780517578,whiten-a0.2,0.26558854081535005,0.07378361435041775,0.28098813622663105,1.0,nan,nan,nan,0.1454678475856781,114.75514821872325,0.09021452069282532,0.02149747684597969,0.1622575000001234
CLaMP3,CLaMP3,SHS100K__482b80fc,SHS100K,11,2977,0,inductive:frac0.5:seed0,3844,0.050953809171915054,2.9130410439393017e-06,17491.62075073624,68.54718780517578,whiten-a0.4,0.26978168095911575,0.07596509089794475,0.2883117922128428,1.0,nan,nan,nan,0.12238608300685883,224.17103409561483,0.05420149117708206,0.01514378935098648,0.16258089999610092
CLaMP3,CLaMP3,SHS100K__482b80fc,SHS100K,11,2977,0,inductive:frac0.5:seed0,3844,0.050953809171915054,2.9130410439393017e-06,17491.62075073624,68.54718780517578,whiten-a0.6,0.26650286217003955,0.0774449875498041,0.28912541667311675,1.0,nan,nan,nan,0.09649419784545898,388.46738869481703,0.027937978506088257,0.009302925318479538,0.16488740000204416
CLaMP3,CLaMP3,SHS100K__482b80fc,SHS100K,11,2977,0,inductive:frac0.5:seed0,3844,0.050953809171915054,2.9130410439393017e-06,17491.62075073624,68.54718780517578,whiten-a0.8,0.24845624651677273,0.07770235925289681,0.2789572697501351,1.0,nan,nan,nan,0.07467400282621384,516.1997569169445,0.013781636953353882,0.0054638986475765705,0.16025950000039302
CLaMP3,CLaMP3,SHS100K__482b80fc,SHS100K,11,2977,0,inductive:frac0.5:seed0,3844,0.050953809171915054,2.9130410439393017e-06,17491.62075073624,68.54718780517578,whiten-a0.9,0.23416192994569077,0.0766981512849802,0.2670529944115801,1.0,nan,nan,nan,0.06692217290401459,540.0883774361348,0.010430699214339256,0.0043570417910814285,0.16419160000077682
CLaMP3,CLaMP3,SHS100K__482b80fc,SHS100K,11,2977,0,inductive:frac0.5:seed0,3844,0.050953809171915054,2.9130410439393017e-06,17491.62075073624,68.54718780517578,whiten-a1.0,0.2189153565518085,0.0755466709675522,0.2511841306756327,1.0,nan,nan,nan,0.0612996369600296,539.8478940422539,0.009198106825351715,0.0036527893971651793,0.15933529999892926
CLaMP3,CLaMP3,SHS100K__482b80fc,SHS100K,11,2977,0,inductive:frac0.5:seed0,3844,0.050953809171915054,2.9130410439393017e-06,17491.62075073624,68.54718780517578,whiten-a1.0-erel-1e-3,0.24293433043490725,0.07704910342567492,0.2752477576972421,1.0,nan,nan,nan,0.07288877665996552,466.35473347275536,0.012734350748360157,0.005080857779830694,0.16167680000216933
CLaMP3,CLaMP3,SHS100K__482b80fc,SHS100K,11,2977,0,inductive:frac0.5:seed0,3844,0.050953809171915054,2.9130410439393017e-06,17491.62075073624,68.54718780517578,whiten-a1.0-erel-1e-2,0.25533689437460666,0.07694367793946144,0.28363806591705515,1.0,nan,nan,nan,0.08989818394184113,293.9992042491466,0.02280440181493759,0.008123603649437428,0.16038339999795426
