encoder,encoder_model_id,config_hash,task_tag,layer,n_files,n_unique_conditions,fit_mode,n_fit,lambda_max,lambda_min,lambda_ratio,effective_rank_centered,treatment,map,recall@10,r_precision,median_rank,diag_mean,off_mean,gap,mean_vec_norm,effective_rank,top1_sv_share,avg_pair_cos,elapsed_sec
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,raw,0.1954698613216398,0.06156476750956779,0.22431163297525925,1.0,nan,nan,nan,0.9094008803367615,84.25986054565249,0.11131247878074646,0.827029287815094,0.6339563000001363
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,centered,0.21546118064844136,0.0655619726585804,0.2380017997148661,1.0,nan,nan,nan,0.02697243168950081,85.52087596653378,0.10634631663560867,-0.0005917585222050548,0.5002586999980849
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,abtt-1,0.2106914826484951,0.06537139594929424,0.23472017542976684,1.0,nan,nan,nan,0.02780642732977867,99.35602221169366,0.08736849576234818,-5.482292181113735e-05,0.48992549999820767
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,abtt-3,0.19201751174177542,0.06369928738175092,0.219045133564397,1.0,nan,nan,nan,0.014491422101855278,122.93397408158357,0.05430217087268829,-0.000839429849293083,0.489137299999129
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,abtt-10,0.16618996730033053,0.060737085141348866,0.1958791939344401,1.0,nan,nan,nan,0.012030336074531078,157.09952479751962,0.03283071890473366,-0.00042001038673333824,0.4866693000003579
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,abtt-30,0.14925167098528888,0.06120710122321069,0.17748933727856414,1.0,nan,nan,nan,0.005862285848706961,204.60907117116656,0.020031763240695,-0.0010876341257244349,0.5063009000004968
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,whiten-a0.2,0.2292229921951671,0.07027548639738807,0.25236367743991817,1.0,nan,nan,nan,0.022812433540821075,158.90665216203325,0.06713373214006424,-0.0007170566823333502,0.5213020000010147
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,whiten-a0.3,0.23587468856974445,0.07303588513753655,0.25900171928086163,1.0,nan,nan,nan,0.02073865942656994,222.5175404215184,0.05024067312479019,-0.0007344826008193195,0.5229428000020562
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,whiten-a0.4,0.241757541648599,0.07561956077404217,0.26587604756048283,1.0,nan,nan,nan,0.018509600311517715,313.2219368097478,0.03576268255710602,-0.0007305673789232969,0.526337399998738
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,whiten-a0.5,0.2460908316202577,0.07838223539819847,0.27127212557903174,1.0,nan,nan,nan,0.016066361218690872,434.99853148302105,0.024034986272454262,-0.0007049269624985754,0.517715699999826
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,whiten-a0.6,0.24739288076733262,0.08084777113332992,0.2747481641844472,1.0,nan,nan,nan,0.013458547182381153,581.8661866228567,0.01517520286142826,-0.0006527584046125412,0.516755299999204
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,whiten-a0.7,0.24348835957196582,0.08280574617006393,0.2737748901699169,1.0,nan,nan,nan,0.010843154042959213,732.8597493368188,0.009005838073790073,-0.000571211741771549,0.5354904999985592
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,whiten-a0.8,0.23144831845382952,0.08414124977328304,0.2657429056701967,1.0,nan,nan,nan,0.00842242781072855,857.9511122548182,0.0050770496018230915,-0.00046564015792682767,0.5315312999955495
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,whiten-a0.9,0.20910876663828404,0.08386133131791622,0.24620423492776325,1.0,nan,nan,nan,0.006359523627907038,934.4086273440893,0.002812151098623872,-0.0003493351396173239,0.5433583999983966
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,whiten-a1.0,0.17771399177490993,0.08108862550668265,0.21382381304151782,1.0,nan,nan,nan,0.004728921689093113,958.0085664741498,0.0017837827326729894,-0.00023627829796168953,0.5435765000001993
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,whiten-a1.0-erel-1e-3,0.23279779924695151,0.08443728153617869,0.2669198354297238,1.0,nan,nan,nan,0.008065810427069664,657.2470646942741,0.004051790572702885,-0.0007642097189091146,0.546309299999848
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,whiten-a1.0-erel-1e-2,0.2348512225077643,0.07874613569165598,0.26527684100545434,1.0,nan,nan,nan,0.012055668979883194,368.47989753203717,0.008836589753627777,-0.00096789380768314,0.5438266000055592
MuQ,OpenMuQ/MuQ-large-msd-iter,SHS100K__57fb4b69,SHS100K,11,6821,0,transductive,6821,0.019053559750318527,2.6874788852659925e-11,708975235.2950191,85.26890563964844,whiten-a1.0-erel-1e-1,0.22867010039260444,0.07140932660036498,0.25484516197811985,1.0,nan,nan,nan,0.018006881698966026,192.35702699312526,0.02476663328707218,-0.0009491711389273405,0.5488449999975273
