encoder,encoder_model_id,config_hash,task_tag,layer,n_files,n_unique_conditions,fit_mode,n_fit,lambda_max,lambda_min,lambda_ratio,effective_rank_centered,treatment,map,recall@10,r_precision,median_rank,diag_mean,off_mean,gap,mean_vec_norm,effective_rank,top1_sv_share,avg_pair_cos,elapsed_sec
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,11,51848,8,inductive:frac0.5:seed0,51112,0.027240939438343048,6.118651418862697e-11,445211494.71539026,79.58751678466797,raw,0.23755492490189817,0.20740892096064656,0.2899764835082016,2.0,nan,nan,nan,0.8760157823562622,76.65625065895007,0.12120091915130615,0.7657432556152344,18.130457499999466
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,11,51848,8,inductive:frac0.5:seed0,51112,0.027240939438343048,6.118651418862697e-11,445211494.71539026,79.58751678466797,centered,0.24904295812928223,0.21065097725507584,0.29820046815042606,2.0,nan,nan,nan,0.02920530177652836,79.1358684688792,0.11147575080394745,-0.0021104998886585236,18.093298299998423
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,11,51848,8,inductive:frac0.5:seed0,51112,0.027240939438343048,6.118651418862697e-11,445211494.71539026,79.58751678466797,whiten-a1.0,0.5046545915940447,0.3416073953718047,0.5133041153763072,1.0,nan,nan,nan,0.016744539141654968,855.1378335675298,0.0028439476154744625,-0.00027001218404620886,20.12342440000066
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,11,51848,8,transductive-eval:frac0.5:seed0,51848,0.028270721435546875,6.070288022241854e-11,465722900.3296296,78.33629608154297,raw,0.23755492490189817,0.20740892096064656,0.2899764835082016,2.0,nan,nan,nan,0.8760157823562622,76.65625065895007,0.12120091915130615,0.7657432556152344,16.658539799998834
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,11,51848,8,transductive-eval:frac0.5:seed0,51848,0.028270721435546875,6.070288022241854e-11,465722900.3296296,78.33629608154297,centered,0.2490222720695969,0.2106734103515435,0.2982227171213958,2.0,nan,nan,nan,0.02006561867892742,79.06039690005932,0.1117718517780304,-0.0027142188046127558,16.77062179999848
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,11,51848,8,transductive-eval:frac0.5:seed0,51848,0.028270721435546875,6.070288022241854e-11,465722900.3296296,78.33629608154297,whiten-a1.0,0.492946930908855,0.34148964098249596,0.5103477703989681,1.0,nan,nan,nan,0.0033907988108694553,909.1737678178436,0.0021860830020159483,-0.0004513419989962131,18.959273200001917
