encoder,encoder_model_id,config_hash,task_tag,layer,n_files,n_unique_conditions,fit_mode,n_fit,lambda_max,lambda_min,lambda_ratio,effective_rank_centered,treatment,map,recall@10,r_precision,median_rank,diag_mean,off_mean,gap,mean_vec_norm,effective_rank,top1_sv_share,avg_pair_cos,elapsed_sec
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,SHS100K__779cf530,SHS100K,14,2977,0,inductive:frac0.5:seed0,3844,0.06723256409168243,3.597530259802362e-11,1868853330.934206,44.29380798339844,raw,0.15343413134344824,0.042192105748050907,0.1801309838825646,2.0,nan,nan,nan,0.798046350479126,44.31681574560163,0.1701192706823349,0.6360576152801514,0.3887306999968132
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,SHS100K__779cf530,SHS100K,14,2977,0,inductive:frac0.5:seed0,3844,0.06723256409168243,3.597530259802362e-11,1868853330.934206,44.29380798339844,centered,0.1621994518696496,0.04576907703574142,0.18583295565301244,2.0,nan,nan,nan,0.11539413034915924,46.435010126552115,0.15006627142429352,0.011485865339636803,0.23197620000428287
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,SHS100K__779cf530,SHS100K,14,2977,0,inductive:frac0.5:seed0,3844,0.06723256409168243,3.597530259802362e-11,1868853330.934206,44.29380798339844,whiten-a0.2,0.18974882308587676,0.05511566602303041,0.21336780116400003,2.0,nan,nan,nan,0.10995469242334366,78.14114112490871,0.09919252246618271,0.010682354681193829,0.24935790000017732
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,SHS100K__779cf530,SHS100K,14,2977,0,inductive:frac0.5:seed0,3844,0.06723256409168243,3.597530259802362e-11,1868853330.934206,44.29380798339844,whiten-a0.4,0.23209250965326159,0.0692504169977826,0.25384498299072916,1.0,nan,nan,nan,0.10205074399709702,154.4199304654277,0.05671175941824913,0.009637875482439995,0.25489550000202144
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,SHS100K__779cf530,SHS100K,14,2977,0,inductive:frac0.5:seed0,3844,0.06723256409168243,3.597530259802362e-11,1868853330.934206,44.29380798339844,whiten-a0.6,0.29028277033013955,0.08846236756945834,0.3091550997544742,1.0,nan,nan,nan,0.08961007744073868,346.1888330497297,0.027673788368701935,0.007894258014857769,0.26173019999987446
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,SHS100K__779cf530,SHS100K,14,2977,0,inductive:frac0.5:seed0,3844,0.06723256409168243,3.597530259802362e-11,1868853330.934206,44.29380798339844,whiten-a0.8,0.3292664429104049,0.10111288747352604,0.34724674449056053,1.0,nan,nan,nan,0.07398892194032669,604.3842013347111,0.012864130549132824,0.0055303145200014114,0.2623797999985982
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,SHS100K__779cf530,SHS100K,14,2977,0,inductive:frac0.5:seed0,3844,0.06723256409168243,3.597530259802362e-11,1868853330.934206,44.29380798339844,whiten-a0.9,0.32305227549634635,0.10226769907869897,0.3420862900578099,1.0,nan,nan,nan,0.06738302111625671,659.8572132258208,0.010238141752779484,0.004511631093919277,0.2574878999948851
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,SHS100K__779cf530,SHS100K,14,2977,0,inductive:frac0.5:seed0,3844,0.06723256409168243,3.597530259802362e-11,1868853330.934206,44.29380798339844,whiten-a1.0,0.30406914671337393,0.10085315061801951,0.3219438282857991,1.0,nan,nan,nan,0.06253252178430557,654.9738418736941,0.009374409914016724,0.003744123736396432,0.2599024000010104
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,SHS100K__779cf530,SHS100K,14,2977,0,inductive:frac0.5:seed0,3844,0.06723256409168243,3.597530259802362e-11,1868853330.934206,44.29380798339844,whiten-a1.0-erel-1e-3,0.30126538012504606,0.09243285471556578,0.3212290079524346,1.0,nan,nan,nan,0.08936454355716705,280.40333203489394,0.020739221945405006,0.008632314391434193,0.2596951000014087
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,SHS100K__779cf530,SHS100K,14,2977,0,inductive:frac0.5:seed0,3844,0.06723256409168243,3.597530259802362e-11,1868853330.934206,44.29380798339844,whiten-a1.0-erel-1e-2,0.25251971830422765,0.07546265055297201,0.27509563814064686,1.0,nan,nan,nan,0.0972815454006195,156.28600865187397,0.030940968543291092,0.009712687693536282,0.25441240000509424
