encoder,encoder_model_id,config_hash,task_tag,layer,n_files,n_unique_conditions,fit_mode,n_fit,lambda_max,lambda_min,lambda_ratio,effective_rank_centered,treatment,map,recall@10,r_precision,median_rank,diag_mean,off_mean,gap,mean_vec_norm,effective_rank,top1_sv_share,avg_pair_cos,elapsed_sec
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,raw,0.16887998683960176,0.275,0.10625,37.5,nan,nan,nan,0.951181948184967,47.099482801917986,0.1297675520181656,0.9040247797966003,0.031042800001159776
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,centered,0.1872680739761563,0.2875,0.125,29.0,nan,nan,nan,0.024324974045157433,49.52766416191505,0.11800847202539444,-0.00709392549470067,0.025962499999877764
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,abtt-1,0.17742873965762557,0.29375,0.11875,30.0,nan,nan,nan,0.024410679936408997,55.81945045533541,0.07439267635345459,-0.006750458385795355,0.02561499999865191
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,abtt-3,0.2003768580238102,0.3,0.15,32.5,nan,nan,nan,0.017167938873171806,60.8135655369829,0.07699098438024521,-0.0075547280721366405,0.02602900000056252
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,abtt-10,0.20168223304790445,0.3375,0.13125,28.0,nan,nan,nan,0.012469504959881306,73.57803321769846,0.04488902539014816,-0.008502236567437649,0.026103000000148313
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,abtt-30,0.10817647419462446,0.19375,0.05,63.0,nan,nan,nan,0.009063027799129486,82.0715430359166,0.0348326601088047,-0.005110539961606264,0.026276799999322975
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,whiten-a0.2,0.2071437873702962,0.33125,0.14375,26.0,nan,nan,nan,0.019178155809640884,70.64383556704428,0.08154803514480591,-0.007168657146394253,0.024795599998469697
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,whiten-a0.3,0.21379171552252957,0.34375,0.15,22.5,nan,nan,nan,0.01651686802506447,83.9181163791754,0.06542469561100006,-0.007153029087930918,0.026431099999172147
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,whiten-a0.4,0.2181257498334162,0.34375,0.14375,18.5,nan,nan,nan,0.013835141435265541,98.59147735585887,0.05109904333949089,-0.007099656853824854,0.025355300000228453
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,whiten-a0.5,0.22660326992336194,0.3625,0.15,16.0,nan,nan,nan,0.011175621300935745,113.87020661724641,0.03878266364336014,-0.007010078523308039,0.024879199998395052
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,whiten-a0.6,0.22899889403488488,0.39375,0.14375,17.0,nan,nan,nan,0.008591162040829659,128.59286217135562,0.028571782633662224,-0.00688938656821847,0.0270885999998427
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,whiten-a0.7,0.24671415705524852,0.425,0.15625,16.5,nan,nan,nan,0.006138984579592943,141.4255801639374,0.020426645874977112,-0.0067461347207427025,0.025927900001988746
MERT-v1-95M,m-a-p/MERT-v1-95M,Covers80__1f275677,Covers80,7,160,0,transductive,160,0.012360742315649986,9.822633728617802e-06,1258.3938948713437,47.09947204589844,whiten-a0.8,0.25292340329033325,0.43125,0.15625,14.5,nan,nan,nan,0.0038753401022404432,151.17510732087587,0.014179516583681107,-0.006591142155230045,0.026402600000437815
