encoder,encoder_model_id,config_hash,task_tag,layer,n_files,n_unique_conditions,lambda_max,lambda_min,lambda_ratio,effective_rank_centered,treatment,map,recall@10,r_precision,median_rank,diag_mean,off_mean,gap,mean_vec_norm,effective_rank,top1_sv_share,avg_pair_cos,elapsed_sec
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,12,102960,8,0.04790661484003067,2.7763512377987354e-08,1725524.28481686,69.97409057617188,raw,0.18120871541200462,0.17123827268669806,0.24717581704397856,3.0,nan,nan,nan,0.7761794328689575,69.71638090865196,0.11611901223659515,0.6016097664833069,76.1269023999921
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,12,102960,8,0.04790661484003067,2.7763512377987354e-08,1725524.28481686,69.97409057617188,centered,0.18562803293284139,0.1720546287980883,0.25015417300050724,3.0,nan,nan,nan,0.018261341378092766,71.26386309412298,0.11086854338645935,-9.197144390782341e-05,70.04829559999052
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,12,102960,8,0.04790661484003067,2.7763512377987354e-08,1725524.28481686,69.97409057617188,abtt-1,0.1875142379389979,0.17298798576301644,0.25272298392996395,3.0,nan,nan,nan,0.011583739891648293,82.51901214562173,0.09088657051324844,-0.00040899592568166554,74.37740050000139
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,12,102960,8,0.04790661484003067,2.7763512377987354e-08,1725524.28481686,69.97409057617188,abtt-3,0.2468233281895723,0.20266345554104157,0.30788800590179527,3.0,nan,nan,nan,0.011620018631219864,103.73439956809517,0.05458863452076912,-0.001782828476279974,69.738726399999
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,12,102960,8,0.04790661484003067,2.7763512377987354e-08,1725524.28481686,69.97409057617188,abtt-10,0.3017534941485956,0.23398130961424993,0.3584739686452864,3.0,nan,nan,nan,0.009595278650522232,137.2229557855353,0.039062030613422394,-0.0003869617939926684,74.68178490000719
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,12,102960,8,0.04790661484003067,2.7763512377987354e-08,1725524.28481686,69.97409057617188,whiten-a0.5,0.32734130867384004,0.24802286343007887,0.37610305155646967,2.0,nan,nan,nan,0.010201056487858295,415.9108140956625,0.023719776421785355,-0.0001746670895954594,70.21164529999078
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,12,102960,8,0.04790661484003067,2.7763512377987354e-08,1725524.28481686,69.97409057617188,whiten-a0.7,0.3670509989080674,0.265709060734093,0.40482290940053134,2.0,nan,nan,nan,0.006695074494928122,704.1078184693799,0.00841557513922453,-5.9589809097815305e-05,70.59389239999291
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,12,102960,8,0.04790661484003067,2.7763512377987354e-08,1725524.28481686,69.97409057617188,whiten-a1.0,0.3853638964788388,0.2777295297780418,0.4216504233821983,2.0,nan,nan,nan,0.003139614360406995,904.5912608959234,0.002301227068528533,-1.0516130714677274e-05,70.15587390000292
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,12,102960,8,0.04790661484003067,2.7763512377987354e-08,1725524.28481686,69.97409057617188,whiten-a1.0-erel-1e-3,0.3732907949666727,0.26648865224624946,0.4078196245269335,2.0,nan,nan,nan,0.00527856545522809,627.6401611824788,0.00417255237698555,2.557061998231802e-05,70.61626959999558
MuQ,OpenMuQ/MuQ-large-msd-iter,VGMIDITVar-timbre__005f6eeb,VGMIDITVar-timbre,12,102960,8,0.04790661484003067,2.7763512377987354e-08,1725524.28481686,69.97409057617188,whiten-a1.0-erel-1e-2,0.3465604134822119,0.2521206952062151,0.38731110818177916,2.0,nan,nan,nan,0.008287413977086544,350.94417820928317,0.009210528805851936,-0.00026775954756885767,70.9120799999946
