encoder,encoder_model_id,config_hash,task_tag,layer,n_files,n_unique_conditions,lambda_max,lambda_min,lambda_ratio,effective_rank_centered,treatment,map,recall@10,r_precision,median_rank,diag_mean,off_mean,gap,mean_vec_norm,effective_rank,top1_sv_share,avg_pair_cos,elapsed_sec
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,VGMIDITVar-timbre__3c48121b,VGMIDITVar-timbre,15,102960,8,0.042496711015701294,2.8799697002201974e-11,1475595767.9850614,49.091121673583984,raw,0.07090640188646002,0.08312442405889262,0.11902794492662187,4.0,0.312337140286445,0.3666166204369689,-0.05427948015052392,0.8031525015830994,48.86195050379246,0.11916612833738327,0.6443275213241577,537.5134874999994
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,VGMIDITVar-timbre__3c48121b,VGMIDITVar-timbre,15,102960,8,0.042496711015701294,2.8799697002201974e-11,1475595767.9850614,49.091121673583984,centered,0.07593778145806603,0.08499434984485578,0.12338651381275619,4.0,0.3153283198261825,0.38846660258686283,-0.07313828276068035,0.023941773921251297,48.94375247285333,0.11463237553834915,0.00021392793860286474,559.9033538000003
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,VGMIDITVar-timbre__3c48121b,VGMIDITVar-timbre,15,102960,8,0.042496711015701294,2.8799697002201974e-11,1475595767.9850614,49.091121673583984,whiten-a1.0,0.372492978301975,0.26826123431646615,0.4129241069292515,2.0,0.37729129685715823,0.5711608777901283,-0.19386958093297002,0.004254424944519997,903.3597537733972,0.002352980663999915,-0.0009959470480680466,562.9542369999999
