encoder,encoder_model_id,config_hash,task_tag,layer,n_files,n_unique_conditions,fit_mode,n_fit,lambda_max,lambda_min,lambda_ratio,effective_rank_centered,treatment,map,recall@10,r_precision,median_rank,diag_mean,off_mean,gap,mean_vec_norm,effective_rank,top1_sv_share,avg_pair_cos,elapsed_sec
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,Covers80__779cf530,Covers80,14,160,0,transductive,160,0.06966675072908401,8.088362847047392e-06,8613.20789466257,32.67784118652344,raw,0.19440775296243373,0.275,0.13125,34.0,nan,nan,nan,0.8118561506271362,32.67784080466846,0.2043675184249878,0.6577366590499878,0.03652940000029048
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,Covers80__779cf530,Covers80,14,160,0,transductive,160,0.06966675072908401,8.088362847047392e-06,8613.20789466257,32.67784118652344,centered,0.1906007141544251,0.28125,0.125,30.0,nan,nan,nan,0.03256667032837868,34.98381849398468,0.18440860509872437,-0.006331444717943668,0.028340900000330294
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,Covers80__779cf530,Covers80,14,160,0,transductive,160,0.06966675072908401,8.088362847047392e-06,8613.20789466257,32.67784118652344,abtt-1,0.21219502099847887,0.33125,0.15625,26.5,nan,nan,nan,0.026577362790703773,43.82089840079052,0.09407854080200195,-0.007144820410758257,0.028668999999354128
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,Covers80__779cf530,Covers80,14,160,0,transductive,160,0.06966675072908401,8.088362847047392e-06,8613.20789466257,32.67784118652344,abtt-3,0.26050818573858125,0.41875,0.19375,18.5,nan,nan,nan,0.020816605538129807,47.90122613212467,0.07299149036407471,-0.007900827564299107,0.030501000001095235
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,Covers80__779cf530,Covers80,14,160,0,transductive,160,0.06966675072908401,8.088362847047392e-06,8613.20789466257,32.67784118652344,abtt-10,0.20746746432851068,0.36875,0.11875,21.5,nan,nan,nan,0.012622121721506119,55.18807823046902,0.06591959297657013,-0.009442117996513844,0.028121100000134902
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,Covers80__779cf530,Covers80,14,160,0,transductive,160,0.06966675072908401,8.088362847047392e-06,8613.20789466257,32.67784118652344,abtt-30,0.1471505724824965,0.275,0.08125,41.5,nan,nan,nan,0.009354040026664734,63.540234343208176,0.042377013713121414,-0.007277152966707945,0.028647700000874465
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,Covers80__779cf530,Covers80,14,160,0,transductive,160,0.06966675072908401,8.088362847047392e-06,8613.20789466257,32.67784118652344,whiten-a0.2,0.21743079110165126,0.35,0.15625,21.5,nan,nan,nan,0.025110909715294838,51.934131090367934,0.12680315971374512,-0.0067648496478796005,0.029837200003385078
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,Covers80__779cf530,Covers80,14,160,0,transductive,160,0.06966675072908401,8.088362847047392e-06,8613.20789466257,32.67784118652344,whiten-a0.3,0.23569204725499732,0.35625,0.175,19.0,nan,nan,nan,0.02133943699300289,63.7198539469361,0.10083357989788055,-0.006938943639397621,0.029265200002555503
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,Covers80__779cf530,Covers80,14,160,0,transductive,160,0.06966675072908401,8.088362847047392e-06,8613.20789466257,32.67784118652344,whiten-a0.4,0.2517567918606801,0.3875,0.1875,17.0,nan,nan,nan,0.01760864444077015,78.06084855191405,0.07748681306838989,-0.007067506201565266,0.029811299998982577
OMARRQ-25hz,mtg-upf/omar-rq-multifeature-25hz,Covers80__779cf530,Covers80,14,160,0,transductive,160,0.06966675072908401,8.088362847047392e-06,8613.20789466257,32.67784118652344,whiten-a0.5,0.26154843402910044,0.44375,0.1875,14.5,nan,nan,nan,0.01397975254803896,94.77386112523348,0.057259369641542435,-0.0071344999596476555,0.03119669999796315
