encoder,encoder_model_id,config_hash,task_tag,layer,n_files,n_unique_conditions,fit_mode,n_fit,lambda_max,lambda_min,lambda_ratio,effective_rank_centered,treatment,map,recall@10,r_precision,median_rank,diag_mean,off_mean,gap,mean_vec_norm,effective_rank,top1_sv_share,avg_pair_cos,elapsed_sec
MERT-v1-95M,m-a-p/MERT-v1-95M,SHS100K__1f275677,SHS100K,7,6821,0,transductive,6821,0.01525257620960474,5.553330879592977e-07,27465.635562350384,72.52088165283203,raw,0.084670616591157,0.024252036353743876,0.1107344372755605,4.0,nan,nan,nan,0.9357975721359253,71.82169657919779,0.12359488010406494,0.8754258751869202,0.6004443999991054
MERT-v1-95M,m-a-p/MERT-v1-95M,SHS100K__1f275677,SHS100K,7,6821,0,transductive,6821,0.01525257620960474,5.553330879592977e-07,27465.635562350384,72.52088165283203,centered,0.09381209888677168,0.027784418715740253,0.11781702062503932,4.0,nan,nan,nan,0.02694900520145893,73.53671499926631,0.11527679115533829,-0.0024016937240958214,0.37988680000125896
MERT-v1-95M,m-a-p/MERT-v1-95M,SHS100K__1f275677,SHS100K,7,6821,0,transductive,6821,0.01525257620960474,5.553330879592977e-07,27465.635562350384,72.52088165283203,whiten-a1.0,0.08692635185286425,0.03877063675478686,0.11872663828289676,2.0,nan,nan,nan,0.005468269810080528,729.0890814544017,0.0021862939465790987,-0.0007277146214619279,0.4129947000001266
